location,sowing_month,soil_type,nitrogen,phosphorus,potassium,ph,rainfall,humidity,crop_suitability
Tirunelveli,Nov,Loamy,88,22,129,8.3,855,46,No
Salem,Feb,Sandy Loam,74,48,94,7.2,495,53,No
Tirunelveli,Nov,Sandy Loam,98,40,62,4.8,784,76,No
Krishnagiri,Jan,Black Soil,119,45,92,8.3,823,59,No
Thoothukudi,Jun,Black Soil,127,79,80,5.1,677,62,No
Karur,Jan,Red Soil,108,74,129,5.1,661,81,No
Erode,Apr,Loamy,43,62,71,8.3,840,71,No
Namakkal,Dec,Sandy Loam,37,31,112,5.5,592,75,No
Thanjavur,Nov,Sandy Loam,31,62,126,6.5,1063,70,No
Madurai,Mar,Red Soil,117,68,72,7.6,1035,84,No
Krishnagiri,May,Red Soil,48,79,126,5.7,813,53,No
Madurai,Oct,Loamy,53,16,101,7.2,557,52,No
Trichy,Apr,Black Soil,113,39,105,7.2,1032,70,No
Tirunelveli,Jul,Red Soil,117,44,63,5.9,821,61,No
Krishnagiri,Jun,Loamy,91,71,64,5.3,1142,54,No
Tirunelveli,Sep,Loamy,129,73,36,7.8,533,55,No
Erode,Jun,Clay,46,76,128,8.3,1234,71,No
Karur,Apr,Loamy,48,23,87,7.4,688,48,No
Villupuram,Apr,Black Soil,45,67,56,7.4,871,69,No
Thoothukudi,Mar,Red Soil,95,31,110,8.3,509,42,No
Madurai,Jun,Clay,99,24,39,5.2,1135,56,No
Karur,Sep,Black Soil,104,31,89,6.0,863,56,No
Erode,Nov,Black Soil,55,20,62,6.2,786,87,No
Namakkal,Mar,Black Soil,44,48,129,5.6,466,57,No
Thanjavur,Jul,Clay,58,29,101,6.7,1076,67,No
Erode,Oct,Clay,30,29,67,8.5,972,57,No
Cuddalore,Jun,Black Soil,50,54,53,7.3,722,72,No
Madurai,Oct,Black Soil,56,50,42,4.9,1109,65,No
Coimbatore,Nov,Red Soil,119,53,67,7.7,758,78,No
Dharmapuri,Aug,Clay,92,76,101,4.7,1226,71,No
Trichy,Jun,Loamy,102,47,79,7.8,487,83,No
Krishnagiri,Dec,Clay,120,25,115,6.6,1162,72,No
Cuddalore,Jun,Loamy,93,41,74,8.4,1143,55,No
Thoothukudi,Feb,Black Soil,42,36,59,8.1,1253,73,No
Karur,Sep,Red Soil,34,18,44,7.7,442,82,No
Salem,Dec,Clay,102,36,78,6.2,501,50,No
Dharmapuri,May,Loamy,44,78,51,8.2,973,70,No
Krishnagiri,Aug,Sandy Loam,59,58,54,6.7,818,75,No
Erode,Jan,Clay,32,49,60,7.5,407,62,No
Cuddalore,May,Loamy,111,53,111,8.0,1192,81,No
Namakkal,Aug,Red Soil,73,58,58,8.3,1034,56,No
Cuddalore,Nov,Loamy,101,61,97,7.4,723,67,No
Erode,Dec,Sandy Loam,62,28,80,7.4,832,68,No
Villupuram,May,Clay,105,39,55,6.6,724,67,No
Cuddalore,May,Sandy Loam,83,29,38,8.4,802,52,No
Thoothukudi,Sep,Black Soil,102,28,126,4.6,860,71,No
Namakkal,Apr,Loamy,60,20,85,4.6,1048,53,No
Coimbatore,Apr,Clay,71,53,122,7.2,595,45,No
Tirunelveli,Jul,Red Soil,42,68,34,7.7,1225,69,No
Tirunelveli,Apr,Sandy Loam,48,67,52,8.4,869,54,No
Erode,Sep,Black Soil,54,55,108,7.6,1269,67,No
Madurai,Oct,Clay,123,36,49,7.3,533,65,No
Madurai,Jan,Loamy,58,74,68,7.1,1078,49,No
Thanjavur,Aug,Red Soil,121,48,108,5.4,982,63,No
Dharmapuri,Oct,Black Soil,92,19,106,6.4,957,66,No
Krishnagiri,Feb,Black Soil,81,58,45,6.9,1028,82,No
Cuddalore,Oct,Clay,85,63,58,7.1,786,73,No
Krishnagiri,Apr,Red Soil,68,44,112,5.9,1208,78,No
Namakkal,Aug,Clay,64,69,62,6.3,978,61,No
Salem,Nov,Red Soil,86,61,53,8.1,558,60,No
Karur,Jun,Black Soil,54,46,64,7.6,913,63,No
Tirunelveli,Jul,Red Soil,41,36,108,7.8,556,41,No
Namakkal,Nov,Loamy,60,23,33,5.4,961,63,No
Trichy,May,Black Soil,30,38,85,7.6,1042,64,No
Namakkal,Oct,Black Soil,47,66,39,7.3,576,43,No
Dindigul,May,Loamy,99,25,40,5.6,1224,53,No
Karur,May,Red Soil,80,63,33,8.2,530,80,No
Madurai,Jan,Sandy Loam,65,65,37,5.6,1126,44,No
Thanjavur,Sep,Red Soil,63,17,92,6.8,947,74,No
Trichy,Jun,Clay,125,56,49,6.6,970,67,No
Tirunelveli,Feb,Loamy,50,70,96,4.7,1028,64,No
Villupuram,Jan,Red Soil,129,36,124,7.2,578,86,No
Dindigul,Jan,Clay,85,36,45,6.6,1131,42,No
Namakkal,Feb,Black Soil,72,75,56,5.1,1082,85,No
Thoothukudi,Apr,Black Soil,36,78,42,7.3,1109,80,No
Karur,Oct,Loamy,41,46,114,5.0,1092,41,No
Salem,Feb,Clay,68,67,112,7.1,1103,85,No
Madurai,Aug,Sandy Loam,51,38,63,6.0,983,74,No
Villupuram,Jun,Sandy Loam,31,64,109,4.9,838,65,No
Madurai,Sep,Black Soil,97,31,44,8.3,1085,75,No
Trichy,Aug,Red Soil,70,65,45,6.2,956,75,No
Salem,Nov,Loamy,77,70,40,5.2,562,73,No
Coimbatore,Jan,Loamy,73,78,96,5.1,829,70,No
Namakkal,Aug,Clay,116,53,64,6.5,990,40,No
Thanjavur,Feb,Loamy,108,58,92,6.8,505,50,No
Salem,Mar,Loamy,81,70,76,4.8,814,49,No
Dharmapuri,Sep,Sandy Loam,89,33,105,6.4,806,78,Yes
Villupuram,Oct,Loamy,37,17,41,5.6,577,51,No
Coimbatore,Dec,Clay,38,67,49,7.0,700,50,No
Trichy,Sep,Sandy Loam,68,43,57,5.9,735,77,Yes
Tirunelveli,Jul,Red Soil,87,46,66,4.5,600,88,No
Karur,Apr,Red Soil,104,76,43,6.8,800,68,No
Thoothukudi,Aug,Clay,74,36,78,6.0,536,53,No
Karur,Apr,Sandy Loam,31,47,74,6.7,819,57,No
Krishnagiri,Apr,Clay,99,37,59,7.0,875,69,No
Thanjavur,Oct,Sandy Loam,69,32,90,5.0,718,84,No
Salem,May,Black Soil,113,73,35,7.7,1015,41,No
Krishnagiri,Aug,Red Soil,32,36,80,8.5,1123,54,No
Tirunelveli,Apr,Clay,78,18,77,8.1,511,47,No
Thoothukudi,May,Loamy,84,19,85,5.4,729,49,No
Thoothukudi,Feb,Clay,58,46,93,6.0,947,55,No
Salem,Aug,Clay,109,32,33,5.7,696,41,No
Krishnagiri,Jan,Black Soil,48,41,42,6.6,877,89,No
Cuddalore,Apr,Sandy Loam,123,40,49,5.1,701,61,No
Trichy,May,Clay,129,32,37,4.7,1181,45,No
Coimbatore,Aug,Clay,87,55,108,5.5,838,57,No
Coimbatore,Sep,Black Soil,125,26,44,7.5,1002,44,No
Coimbatore,May,Sandy Loam,61,28,30,5.6,736,75,No
Madurai,Nov,Black Soil,66,19,85,5.7,436,85,No
Erode,Nov,Loamy,114,21,120,7.4,809,81,No
Karur,Nov,Sandy Loam,65,31,110,6.8,1003,77,Yes
Salem,May,Black Soil,32,65,122,4.9,469,72,No
Karur,Dec,Black Soil,83,15,110,5.0,1242,88,No
Villupuram,May,Sandy Loam,128,44,108,5.9,660,64,No
Madurai,Aug,Loamy,41,62,126,6.8,1168,43,No
Madurai,Mar,Clay,55,59,32,8.0,1055,55,No
Dindigul,Sep,Clay,39,73,107,5.3,720,81,No
Coimbatore,Sep,Black Soil,33,25,119,6.2,1183,46,No
Villupuram,Oct,Black Soil,75,71,124,4.9,719,66,No
Madurai,Dec,Clay,80,77,100,5.4,696,67,No
Krishnagiri,Nov,Sandy Loam,31,19,122,6.4,853,52,No
Dindigul,Sep,Black Soil,30,39,122,5.8,747,73,No
Thoothukudi,Jul,Loamy,61,39,68,5.4,855,64,No
Thanjavur,Sep,Clay,46,32,94,6.0,650,49,No
Cuddalore,Apr,Sandy Loam,46,76,70,6.5,500,55,No
Coimbatore,Aug,Clay,121,50,58,5.0,1227,53,No
Dharmapuri,Oct,Red Soil,128,39,119,8.0,726,58,No
Salem,May,Red Soil,39,50,72,6.5,1198,81,No
Erode,Apr,Sandy Loam,90,65,112,5.2,878,74,No
Villupuram,Jul,Black Soil,95,33,98,7.6,757,63,No
Coimbatore,May,Black Soil,71,34,33,5.1,894,81,No
Thanjavur,May,Black Soil,71,56,45,7.9,499,49,No
Coimbatore,Oct,Sandy Loam,40,62,75,5.4,792,50,No
Villupuram,Oct,Loamy,109,33,41,6.1,791,54,No
Thanjavur,Mar,Black Soil,120,78,48,7.6,769,64,No
Karur,Jul,Loamy,39,50,73,6.4,564,80,No
Coimbatore,Dec,Loamy,79,32,45,4.9,709,78,No
Salem,Aug,Sandy Loam,52,31,102,7.9,576,45,No
Trichy,Jul,Clay,107,75,118,5.6,414,40,No
Trichy,Nov,Clay,38,35,69,5.9,799,41,No
Thoothukudi,Aug,Black Soil,114,64,99,5.7,922,83,No
Villupuram,Jul,Red Soil,107,19,35,8.1,971,69,No
Madurai,Jul,Black Soil,125,50,108,6.3,1202,47,No
Madurai,Dec,Black Soil,47,38,41,8.2,667,53,No
Dharmapuri,Aug,Sandy Loam,65,69,48,5.3,935,84,No
Thoothukudi,Dec,Clay,113,22,93,7.4,576,42,No
Thoothukudi,Aug,Clay,77,48,60,5.4,873,47,No
Cuddalore,Apr,Clay,122,19,124,5.7,740,45,No
Tirunelveli,Jul,Black Soil,50,21,67,7.1,727,44,No
Cuddalore,Dec,Black Soil,98,21,73,7.9,670,81,No
Tirunelveli,Jan,Clay,125,46,105,4.7,746,41,No
Madurai,Feb,Loamy,111,76,124,7.8,1181,43,No
Coimbatore,Feb,Black Soil,37,60,76,6.7,899,73,No
Trichy,Jul,Clay,121,78,127,5.4,994,49,No
Thoothukudi,May,Red Soil,58,54,93,7.4,594,77,No
Thoothukudi,Sep,Red Soil,88,78,47,5.7,714,54,No
Tirunelveli,Jun,Clay,72,50,86,7.0,432,73,No
Madurai,Nov,Black Soil,108,77,124,8.5,493,86,No
Salem,Nov,Black Soil,41,56,35,4.9,1263,70,No
Erode,Mar,Black Soil,113,18,58,5.5,800,63,No
Coimbatore,Apr,Red Soil,84,33,58,6.9,1175,66,No
Dindigul,Jun,Sandy Loam,104,65,128,5.7,1199,57,No
Krishnagiri,Nov,Red Soil,67,58,84,8.2,829,68,No
Dharmapuri,Oct,Sandy Loam,51,71,118,7.1,1160,42,No
Dharmapuri,Nov,Sandy Loam,117,17,123,4.6,976,48,No
Thanjavur,Jul,Loamy,129,48,91,8.1,1075,55,No
Dindigul,Mar,Clay,93,44,51,8.3,500,45,No
Krishnagiri,May,Red Soil,75,79,34,8.5,400,84,No
Coimbatore,Mar,Red Soil,101,76,52,7.1,814,55,No
Dindigul,Nov,Loamy,65,74,117,7.9,699,49,No
Thoothukudi,Apr,Black Soil,66,69,59,8.0,937,79,No
Dharmapuri,Oct,Loamy,77,72,73,8.5,478,70,No
Salem,Mar,Clay,48,72,91,5.9,790,48,No
Karur,Oct,Sandy Loam,74,23,63,5.7,555,66,No
Villupuram,Nov,Red Soil,48,79,84,7.2,433,71,No
Dindigul,Dec,Black Soil,67,70,101,4.9,538,87,No
Krishnagiri,Jun,Black Soil,96,68,74,5.6,1146,44,No
Thanjavur,Sep,Red Soil,45,22,50,7.6,470,58,No
Namakkal,Aug,Black Soil,91,79,89,4.8,1147,85,No
Villupuram,May,Black Soil,83,78,124,8.1,888,60,No
Thanjavur,Jan,Red Soil,65,36,116,6.4,468,40,No
Dharmapuri,Mar,Black Soil,91,76,72,5.8,914,63,No
Erode,Dec,Sandy Loam,100,18,54,6.4,1039,87,No
Coimbatore,Jun,Loamy,31,53,97,8.5,641,59,No
Krishnagiri,Feb,Red Soil,90,72,81,7.9,780,59,No
Namakkal,Jan,Sandy Loam,102,33,120,7.2,1091,68,No
Trichy,Sep,Sandy Loam,90,44,85,7.4,952,60,No
Dindigul,Apr,Red Soil,87,66,46,4.6,852,59,No
Dharmapuri,Jul,Red Soil,76,53,108,5.2,1296,88,No
Villupuram,Mar,Clay,66,30,42,7.5,894,87,No
Trichy,Feb,Red Soil,40,46,95,7.7,568,66,No
Karur,Jan,Red Soil,77,51,88,6.5,723,49,No
Dharmapuri,Aug,Clay,89,74,63,4.6,1054,53,No
Salem,Jun,Red Soil,71,66,109,7.4,1215,49,No
Dindigul,Mar,Sandy Loam,100,24,53,6.5,562,89,No
Erode,Mar,Black Soil,92,24,90,7.9,903,79,No
Cuddalore,Mar,Red Soil,128,32,76,4.8,1194,50,No
Namakkal,Aug,Red Soil,93,33,68,7.9,531,71,No
Thanjavur,Dec,Clay,114,34,124,6.1,938,56,No
Villupuram,Dec,Clay,32,33,128,8.2,1223,46,No
Erode,Nov,Red Soil,105,16,118,5.3,684,60,No
Thoothukudi,Oct,Red Soil,48,64,43,6.5,1096,74,No
Krishnagiri,Dec,Clay,97,16,73,7.7,1222,66,No
Namakkal,Apr,Loamy,122,67,120,5.1,1022,77,No
Tirunelveli,Dec,Sandy Loam,63,46,51,5.7,532,44,No
Madurai,Feb,Black Soil,51,69,70,5.9,864,68,No
Dharmapuri,Jan,Clay,65,33,122,6.3,417,80,No
Erode,Dec,Clay,102,33,101,5.2,1275,70,No
Salem,May,Red Soil,48,31,120,6.2,1281,53,No
Erode,Dec,Red Soil,103,44,95,8.5,968,41,No
Tirunelveli,Nov,Black Soil,33,71,128,5.5,523,79,No
Krishnagiri,May,Sandy Loam,73,78,64,7.6,1027,80,No
Trichy,Mar,Red Soil,127,54,34,5.6,461,63,No
Coimbatore,Dec,Sandy Loam,115,44,104,5.3,468,86,No
Cuddalore,Jun,Loamy,60,40,116,4.8,970,58,No
Madurai,Jul,Clay,125,54,94,6.0,931,77,No
Erode,Apr,Red Soil,40,79,115,8.4,640,84,No
Villupuram,Apr,Sandy Loam,53,68,106,7.9,752,57,No
Thoothukudi,Mar,Red Soil,112,31,75,6.5,859,58,No
Karur,Sep,Loamy,31,68,104,6.0,979,89,No
Madurai,Jul,Sandy Loam,63,78,73,6.5,752,51,No
Namakkal,Sep,Sandy Loam,43,59,46,5.1,1228,73,No
Dindigul,Jun,Red Soil,62,21,69,6.3,998,85,No
Coimbatore,Jan,Loamy,35,46,41,6.2,866,51,No
Dharmapuri,Aug,Loamy,70,78,82,8.0,1005,83,No
Trichy,Nov,Loamy,118,71,125,5.2,988,50,No
Trichy,Jun,Red Soil,121,19,114,5.5,988,42,No
Erode,Nov,Clay,123,26,90,6.0,534,53,No
Thoothukudi,Jan,Clay,82,61,87,4.5,1021,50,No
Villupuram,Sep,Black Soil,48,49,51,8.4,1010,65,No
Villupuram,Nov,Loamy,68,42,93,4.5,967,74,No
Salem,Mar,Loamy,79,19,39,8.2,906,72,No
Thoothukudi,Nov,Sandy Loam,39,63,58,7.7,696,80,No
Villupuram,Aug,Black Soil,58,65,126,8.4,783,56,No
Krishnagiri,Sep,Red Soil,30,40,53,6.2,1095,89,No
Krishnagiri,Jul,Sandy Loam,100,36,111,4.6,719,47,No
Thanjavur,Nov,Loamy,39,17,49,5.5,1079,87,No
Dindigul,Mar,Black Soil,93,73,63,5.7,945,51,No
Tirunelveli,Aug,Sandy Loam,98,36,119,6.4,1045,74,No
Dharmapuri,Mar,Red Soil,48,71,92,6.8,836,78,No
Salem,Mar,Loamy,46,55,101,4.7,466,83,No
Coimbatore,Dec,Loamy,64,29,33,7.7,412,82,No
Salem,Jun,Red Soil,38,63,76,8.3,1108,51,No
Erode,Jan,Red Soil,60,64,94,5.5,971,81,No
Salem,Oct,Clay,30,79,37,6.2,702,55,No
Namakkal,Dec,Clay,69,16,40,5.8,567,79,No
Salem,May,Loamy,96,20,70,5.1,917,80,No
Salem,Mar,Loamy,90,69,128,7.0,537,49,No
Coimbatore,Nov,Sandy Loam,83,30,42,7.9,442,71,No
Namakkal,Oct,Sandy Loam,94,46,45,5.4,675,67,No
Karur,May,Clay,105,59,92,6.7,1231,81,No
Namakkal,Jun,Loamy,109,64,125,7.6,1093,85,No
Cuddalore,Feb,Black Soil,107,63,38,8.3,737,58,No
Thoothukudi,Sep,Sandy Loam,129,27,31,5.6,597,67,No
Thanjavur,Jan,Black Soil,68,79,91,8.4,1108,72,No
Karur,Feb,Clay,129,66,124,4.7,1064,64,No
Tirunelveli,Nov,Loamy,107,16,66,7.4,1224,47,No
Villupuram,Mar,Clay,104,46,91,7.9,708,48,No
Trichy,Nov,Sandy Loam,77,57,98,6.2,1179,83,No
Thoothukudi,Oct,Red Soil,32,48,100,6.5,728,71,No
Salem,May,Sandy Loam,96,62,54,4.9,802,51,No
Erode,May,Sandy Loam,69,67,46,8.3,840,54,No
Thanjavur,May,Loamy,44,48,61,5.4,428,62,No
Tirunelveli,Mar,Black Soil,127,60,34,6.2,583,86,No
Coimbatore,Nov,Loamy,76,50,76,6.6,1172,73,No
Thanjavur,Oct,Clay,84,75,95,5.0,488,49,No
Trichy,Jul,Red Soil,78,53,45,7.2,1070,42,No
Tirunelveli,May,Black Soil,47,42,128,5.6,1127,57,No
Villupuram,Jun,Red Soil,109,79,44,7.4,699,46,No
Erode,Oct,Red Soil,119,25,93,5.7,629,60,No
Krishnagiri,Dec,Clay,30,42,100,6.0,715,75,No
Dindigul,Jan,Red Soil,99,31,87,8.2,521,56,No
Karur,Apr,Sandy Loam,109,15,119,6.3,1135,64,No
Karur,Sep,Black Soil,120,31,60,5.1,1166,43,No
Krishnagiri,Jul,Clay,76,62,90,5.6,789,79,No
Krishnagiri,Jul,Red Soil,94,20,59,5.4,1270,55,No
Erode,May,Black Soil,35,49,36,7.0,1177,68,No
Trichy,Aug,Sandy Loam,42,35,61,7.8,497,48,No
Salem,Apr,Sandy Loam,44,21,54,8.0,1078,41,No
Dindigul,Sep,Loamy,44,51,107,6.0,1239,68,No
Trichy,Jul,Red Soil,73,77,129,6.8,649,66,No
Thoothukudi,Jan,Red Soil,101,77,109,5.7,610,67,No
Villupuram,May,Loamy,106,52,94,6.9,1255,64,No
Krishnagiri,Feb,Clay,60,48,127,6.2,668,61,No
Krishnagiri,Feb,Clay,38,29,105,6.6,1059,68,No
Thoothukudi,Nov,Sandy Loam,31,41,100,5.7,952,80,No
Tirunelveli,Feb,Sandy Loam,83,55,49,5.4,743,70,No
Villupuram,Nov,Loamy,60,71,49,7.9,865,63,No
Coimbatore,Dec,Sandy Loam,83,17,68,5.8,511,48,No
Karur,Jun,Clay,71,77,55,5.7,1052,71,No
Villupuram,Feb,Loamy,105,69,126,7.8,1291,74,No
Madurai,Feb,Clay,50,45,103,6.8,1087,53,No
Namakkal,Mar,Clay,87,37,61,6.8,515,87,No
Namakkal,Aug,Clay,115,28,84,6.9,1048,65,No
Erode,Dec,Loamy,103,44,44,7.7,674,82,No
Thanjavur,Feb,Loamy,82,22,34,7.4,582,41,No
Madurai,Feb,Clay,103,78,69,5.9,1109,88,No
Karur,Mar,Clay,63,25,101,7.8,774,65,No
Salem,Jul,Black Soil,90,22,32,6.2,663,61,No
Villupuram,Mar,Sandy Loam,43,34,74,6.8,1133,80,No
Karur,Sep,Black Soil,42,15,84,7.6,702,59,No
Salem,Jul,Sandy Loam,71,36,34,5.0,801,47,No
Erode,Jul,Sandy Loam,75,79,60,6.3,573,45,No
Tirunelveli,Feb,Black Soil,71,66,126,6.4,462,53,No
Villupuram,Aug,Black Soil,37,43,34,6.6,1205,85,No
Thoothukudi,Jun,Sandy Loam,80,70,105,8.5,1115,76,No
Karur,Aug,Black Soil,57,35,129,7.6,1264,45,No
Thoothukudi,Dec,Red Soil,83,34,48,5.0,823,59,No
Thanjavur,Nov,Black Soil,88,46,45,7.7,917,71,No
Madurai,Sep,Red Soil,51,75,123,5.1,1025,64,No
Tirunelveli,Jan,Sandy Loam,93,20,64,6.1,1258,57,No
Thoothukudi,Apr,Loamy,55,41,30,8.4,712,72,No
Erode,Feb,Loamy,103,71,111,5.4,484,64,No
Trichy,May,Sandy Loam,68,71,49,5.5,469,81,No
Salem,Apr,Clay,88,70,62,6.4,1162,42,No
Krishnagiri,Mar,Clay,108,58,48,5.5,405,74,No
Villupuram,Sep,Sandy Loam,94,68,54,7.7,556,87,No
Dindigul,Apr,Clay,42,64,49,7.1,997,66,No
Tirunelveli,Nov,Loamy,31,71,61,6.4,773,72,No
Dharmapuri,Feb,Red Soil,49,32,43,6.7,725,70,No
Thanjavur,Apr,Loamy,111,72,53,4.7,629,55,No
Dharmapuri,Mar,Red Soil,65,71,118,5.3,1215,67,No
Cuddalore,Jun,Loamy,126,59,117,7.7,568,51,No
Thoothukudi,Dec,Clay,60,37,83,8.1,535,51,No
Thoothukudi,Feb,Loamy,124,33,39,7.1,703,71,No
Thoothukudi,Nov,Loamy,109,67,116,7.7,449,77,No
Cuddalore,Nov,Sandy Loam,115,76,120,5.0,1036,43,No
Villupuram,Mar,Sandy Loam,90,27,46,4.7,799,58,No
Erode,Nov,Loamy,110,75,51,5.4,923,61,No
Thanjavur,Sep,Loamy,34,22,57,5.9,469,65,No
Erode,May,Red Soil,43,17,120,5.6,737,82,No
Coimbatore,Nov,Sandy Loam,118,44,84,6.3,610,81,No
Dindigul,Jun,Red Soil,96,36,95,7.4,985,71,No
Madurai,Jun,Sandy Loam,97,58,96,6.7,1296,79,No
Madurai,Jul,Red Soil,48,50,119,8.1,1294,64,No
Thoothukudi,Apr,Black Soil,43,22,78,4.5,1214,43,No
Dharmapuri,Mar,Red Soil,34,42,76,4.5,1102,75,No
Madurai,Nov,Black Soil,82,68,77,5.8,849,50,No
Namakkal,Sep,Clay,111,61,45,5.8,634,61,No
Salem,Jun,Black Soil,117,34,56,8.3,642,53,No
Karur,Sep,Loamy,119,77,117,5.0,867,89,No
Erode,Mar,Clay,49,34,129,6.1,657,40,No
Tirunelveli,Sep,Sandy Loam,72,45,85,5.9,982,61,Yes
Cuddalore,Mar,Loamy,126,59,36,5.3,420,40,No
Karur,Oct,Red Soil,113,28,66,6.2,961,44,No
Dindigul,Feb,Loamy,58,43,108,4.8,545,87,No
Karur,Mar,Sandy Loam,80,73,111,5.8,524,75,No
Erode,Feb,Sandy Loam,50,35,97,4.6,653,89,No
Erode,Mar,Black Soil,109,28,68,7.0,1165,47,No
Cuddalore,Jul,Loamy,39,43,108,6.8,733,58,No
Villupuram,Jun,Loamy,123,21,39,6.0,541,53,No
Erode,Jan,Red Soil,112,33,85,8.1,1114,80,No
Thanjavur,Aug,Sandy Loam,129,41,84,7.3,432,62,No
Erode,Jul,Loamy,88,78,106,6.0,813,45,No
Dindigul,Oct,Black Soil,115,57,84,7.6,1104,64,No
Cuddalore,May,Sandy Loam,103,28,127,7.1,484,74,No
Erode,Mar,Black Soil,34,49,86,4.5,731,40,No
Dindigul,Mar,Black Soil,110,26,68,6.5,440,68,No
Namakkal,Nov,Sandy Loam,99,62,108,6.1,484,70,No
Thoothukudi,Sep,Black Soil,77,45,36,6.7,832,41,No
Tirunelveli,Mar,Sandy Loam,118,26,55,6.9,534,81,No
Cuddalore,Feb,Red Soil,106,64,30,7.6,449,40,No
Dharmapuri,Dec,Sandy Loam,68,44,70,6.1,436,87,No
Coimbatore,Mar,Sandy Loam,94,22,90,8.4,629,67,No
Erode,May,Red Soil,109,34,107,4.6,1029,82,No
Namakkal,Sep,Sandy Loam,116,26,103,7.6,1270,61,No
Erode,Jan,Sandy Loam,69,67,128,7.4,827,70,No
Karur,Mar,Clay,110,16,78,5.5,1243,78,No
Tirunelveli,Apr,Sandy Loam,63,52,53,8.2,783,52,No
Coimbatore,May,Sandy Loam,114,55,94,7.7,565,43,No
Karur,Oct,Red Soil,48,55,84,7.3,1280,67,No
Tirunelveli,Jul,Black Soil,54,67,111,6.1,705,43,No
Coimbatore,Oct,Sandy Loam,103,19,109,6.2,609,85,No
Karur,May,Sandy Loam,106,28,49,5.4,535,51,No
Villupuram,Feb,Black Soil,36,19,71,5.3,562,64,No
Villupuram,Dec,Black Soil,49,34,63,6.5,638,79,No
Villupuram,Dec,Clay,114,71,125,5.8,918,50,No
Namakkal,Sep,Loamy,86,53,104,8.2,563,79,No
Krishnagiri,Oct,Black Soil,101,65,70,5.5,554,73,No
Thoothukudi,Oct,Red Soil,73,59,56,7.6,940,49,No
Thoothukudi,Jan,Black Soil,32,15,34,5.8,812,80,No
Tirunelveli,Aug,Red Soil,102,33,115,8.2,870,59,No
Karur,Aug,Black Soil,61,79,89,6.8,431,71,No
Thanjavur,Nov,Black Soil,122,42,70,5.9,918,41,No
Namakkal,Jan,Loamy,118,49,72,7.4,714,82,No
Madurai,Jan,Black Soil,61,57,42,4.6,1217,42,No
Thoothukudi,Oct,Clay,73,35,69,6.5,761,86,No
Erode,Dec,Sandy Loam,123,42,77,7.5,1296,59,No
Thanjavur,Aug,Black Soil,51,60,51,4.9,1109,60,No
Tirunelveli,Dec,Loamy,121,18,128,5.0,486,65,No
Erode,Jul,Sandy Loam,50,78,70,6.3,693,40,No
Dharmapuri,Feb,Clay,40,33,65,6.9,841,62,No
Cuddalore,Dec,Sandy Loam,46,64,77,7.5,517,87,No
Coimbatore,Sep,Loamy,117,28,69,4.6,499,75,No
Cuddalore,Nov,Clay,55,19,75,4.7,1134,46,No
Cuddalore,Jan,Sandy Loam,90,27,86,5.9,553,86,No
Thoothukudi,Dec,Clay,111,79,87,7.3,1258,42,No
Trichy,Sep,Clay,103,18,127,5.1,641,69,No
Dindigul,Dec,Red Soil,101,53,115,5.6,1025,65,No
Salem,Dec,Black Soil,65,53,106,5.6,990,51,No
Salem,Sep,Red Soil,54,55,111,7.0,1275,56,No
Krishnagiri,Aug,Loamy,62,32,112,7.6,1055,64,No
Villupuram,May,Black Soil,78,24,67,4.8,1145,75,No
Namakkal,May,Loamy,80,61,80,8.1,900,62,No
Dharmapuri,Jul,Sandy Loam,126,24,36,5.1,672,89,No
Madurai,Mar,Black Soil,102,63,93,7.9,968,59,No
Erode,Nov,Red Soil,67,30,86,6.3,1284,56,No
Karur,Jan,Black Soil,90,57,117,7.3,1158,51,No
Coimbatore,Sep,Loamy,84,34,105,7.7,682,66,No
Tirunelveli,Aug,Clay,86,24,94,8.1,780,66,No
Dindigul,Feb,Clay,110,24,69,6.8,979,75,No
Villupuram,Feb,Loamy,40,41,77,7.3,624,81,No
Salem,Dec,Sandy Loam,66,23,85,4.6,709,68,No
Dindigul,Jan,Black Soil,58,70,68,6.5,1220,77,No
Dharmapuri,Apr,Clay,75,56,120,4.6,928,76,No
Cuddalore,Feb,Black Soil,103,76,113,4.7,901,84,No
Villupuram,May,Black Soil,65,53,117,7.0,1097,81,No
Krishnagiri,Feb,Red Soil,35,50,124,4.5,675,58,No
Thanjavur,Jan,Loamy,58,44,78,5.2,774,78,No
Salem,Mar,Black Soil,43,70,120,8.0,836,57,No
Salem,Mar,Red Soil,67,36,118,4.8,762,72,No
Namakkal,Feb,Sandy Loam,68,58,72,5.2,857,47,No
Coimbatore,Aug,Clay,99,29,110,5.2,1138,55,No
Namakkal,Dec,Black Soil,83,48,82,5.3,851,85,No
Villupuram,Jul,Red Soil,99,38,114,4.7,706,42,No
Krishnagiri,Sep,Red Soil,90,69,95,7.4,506,63,No
Villupuram,Jan,Red Soil,102,33,86,5.3,466,85,No
Karur,Jul,Red Soil,55,48,43,7.2,1214,42,No
Erode,Apr,Loamy,30,23,79,6.7,1130,44,No
Dharmapuri,Nov,Sandy Loam,38,21,103,5.9,1261,73,No
Cuddalore,Sep,Black Soil,83,45,110,6.3,558,56,No
Trichy,Aug,Red Soil,84,24,128,5.3,680,85,No
Coimbatore,Mar,Sandy Loam,35,69,110,7.1,1247,67,No
Namakkal,Mar,Black Soil,120,57,124,7.7,776,57,No
