temperature,humidity,rainfall,soil_moisture,nitrogen,month,irrigation_hours,disease_risk,heat_stress
34.5,56,159,67,56,3,0,0,1
22.1,86,149,48,81,5,0,2,0
34.9,82,60,20,44,2,0,2,1
41.0,81,1,56,66,8,3,1,2
35.9,51,99,31,41,9,0,0,1
38.1,51,95,55,44,4,0,0,2
22.4,79,140,30,60,1,0,1,0
34.8,95,166,77,96,7,0,2,1
20.1,92,94,22,82,12,0,2,0
21.4,55,84,77,98,12,0,0,0
23.4,79,33,52,117,7,1,1,0
26.6,40,21,31,95,3,1,0,0
22.5,90,47,26,119,10,0,1,0
30.9,64,49,76,48,7,0,0,1
35.5,80,178,46,72,11,0,1,1
34.5,61,59,36,42,2,0,0,1
24.4,66,91,73,97,7,0,1,0
29.7,88,67,66,79,6,0,2,0
22.0,49,122,66,95,3,0,0,0
40.0,52,96,28,47,1,0,0,2
40.4,43,183,22,118,5,0,0,2
39.2,81,64,25,118,4,0,2,2
25.7,67,99,24,70,4,0,1,0
30.6,51,148,66,50,10,0,0,1
19.8,69,156,58,64,2,0,1,0
22.0,76,171,21,64,10,0,1,0
40.0,77,15,64,118,12,3,1,2
31.4,66,101,52,75,2,0,1,1
38.8,73,57,77,95,7,0,1,2
39.5,55,197,71,118,12,0,0,2
37.6,75,119,79,55,8,0,1,2
26.8,70,81,21,52,10,0,1,0
32.7,91,19,57,47,10,1,1,1
35.1,60,1,68,87,12,3,0,1
35.8,80,31,55,96,1,3,1,1
21.8,44,134,51,59,6,0,0,0
27.6,72,20,51,63,7,1,1,0
27.6,69,56,34,44,7,0,1,0
22.5,56,28,38,99,2,1,0,0
20.4,87,8,72,47,6,1,1,0
25.8,84,102,57,53,7,0,2,0
18.8,81,11,78,67,11,1,1,0
19.3,81,193,39,50,2,0,2,0
33.7,91,150,54,44,5,0,2,1
41.0,71,49,24,89,1,0,1,2
24.7,60,31,21,101,8,2,0,0
26.8,95,199,71,47,5,0,2,0
41.2,75,20,59,62,7,3,1,2
20.2,79,37,40,114,9,1,1,0
28.0,89,197,25,92,1,0,2,0
38.3,40,43,33,86,4,0,0,2
41.5,82,101,28,92,6,0,2,2
19.9,62,75,58,50,11,0,0,0
39.0,45,23,73,55,4,3,0,2
20.5,85,42,51,70,12,0,1,0
21.1,64,45,73,74,12,0,0,0
33.5,81,0,55,76,10,1,1,1
28.5,62,78,71,67,1,0,0,0
35.3,89,79,42,76,7,0,2,1
30.7,71,72,62,42,11,0,1,1
34.5,58,115,59,64,10,0,0,1
34.6,88,43,46,106,5,0,1,1
24.1,78,32,64,91,7,1,1,0
35.7,69,96,38,101,7,0,1,1
37.0,67,25,45,89,4,3,1,2
26.3,55,150,51,85,3,0,0,0
21.4,59,147,62,119,10,0,0,0
24.9,81,39,75,113,2,1,1,0
27.8,56,140,40,49,4,0,0,0
35.3,53,195,57,68,12,0,0,1
40.3,47,122,61,104,11,0,0,2
36.7,72,110,53,97,9,0,1,2
29.0,80,60,49,61,5,0,1,0
36.0,85,177,44,67,4,0,2,1
38.7,56,15,69,111,9,3,0,2
37.9,65,187,41,104,11,0,0,2
30.3,67,176,78,55,3,0,1,1
39.3,94,129,47,84,2,0,2,2
29.5,67,41,62,73,10,0,1,0
39.9,44,20,56,65,6,3,0,2
32.1,75,150,78,83,4,0,1,1
32.0,73,188,68,59,1,0,1,1
30.5,70,125,36,78,8,0,1,1
26.3,65,54,56,75,12,0,0,0
19.6,85,107,53,76,5,0,2,0
19.1,70,62,31,88,3,0,1,0
20.8,73,22,32,63,1,1,1,0
20.9,78,198,74,97,4,0,1,0
41.9,93,50,61,91,2,0,1,2
31.6,88,200,46,54,6,0,2,1
33.8,80,33,34,104,9,1,1,1
30.6,89,30,65,40,8,1,1,1
18.7,72,167,25,95,6,0,1,0
40.2,67,130,74,72,11,0,1,2
38.8,79,99,41,86,1,0,1,2
25.6,44,37,58,44,3,1,0,0
32.2,47,110,50,118,3,0,0,1
29.0,89,0,38,72,6,1,1,0
31.0,62,80,67,41,11,0,0,1
39.2,55,123,46,60,10,0,0,2
30.5,46,61,31,66,4,0,0,1
32.8,66,156,47,65,10,0,1,1
20.0,53,119,35,92,8,0,0,0
25.9,94,134,53,111,9,0,2,0
25.0,76,1,36,61,12,1,1,0
36.4,48,127,74,107,9,0,0,2
23.9,53,125,73,86,7,0,0,0
28.3,43,132,24,47,12,0,0,0
41.8,57,9,29,92,4,3,0,2
29.8,47,137,53,92,4,0,0,0
35.3,73,155,43,69,3,0,1,1
24.0,42,80,45,85,1,0,0,0
21.1,95,172,30,49,6,0,2,0
22.5,80,138,25,48,7,0,1,0
19.9,64,180,26,55,2,0,0,0
27.4,80,198,51,108,1,0,1,0
22.1,85,102,60,113,5,0,2,0
25.3,41,144,73,93,4,0,0,0
18.6,77,102,70,89,8,0,1,0
41.1,63,192,30,117,10,0,0,2
31.2,69,22,67,63,1,1,1,1
38.5,89,96,70,108,9,0,2,2
37.9,53,118,25,75,9,0,0,2
39.7,44,43,52,52,1,0,0,2
29.8,65,2,42,103,9,1,0,0
21.3,91,92,22,116,10,0,2,0
35.7,80,23,75,45,6,3,1,1
19.3,52,150,32,42,10,0,0,0
30.7,45,154,41,44,8,0,0,1
31.4,90,27,24,97,9,2,1,1
36.8,73,189,68,113,3,0,1,2
36.2,68,94,49,60,3,0,1,2
24.2,66,94,78,66,3,0,1,0
25.6,45,20,21,90,5,2,0,0
25.2,74,17,50,99,12,1,1,0
18.2,83,60,68,48,9,0,2,0
32.5,50,200,61,49,11,0,0,1
25.7,73,36,73,109,1,1,1,0
38.3,61,151,44,60,6,0,0,2
27.4,87,57,31,105,8,0,2,0
20.0,78,159,38,115,4,0,1,0
18.7,79,200,59,64,8,0,1,0
24.6,93,104,61,79,3,0,2,0
20.5,78,96,26,45,4,0,1,0
24.1,82,131,49,62,4,0,2,0
30.9,44,84,39,103,7,0,0,1
32.5,44,179,45,117,7,0,0,1
37.3,81,45,28,50,7,0,1,2
19.4,74,15,32,42,9,1,1,0
24.1,71,157,43,105,2,0,1,0
21.0,42,158,27,114,7,0,0,0
19.8,64,6,23,117,9,2,0,0
38.8,45,79,63,85,9,0,0,2
40.2,74,91,75,116,8,0,1,2
36.5,84,62,41,54,6,0,2,2
36.5,43,198,75,57,1,0,0,2
22.0,45,182,75,46,4,0,0,0
21.2,46,11,25,84,11,2,0,0
25.9,82,70,76,57,11,0,2,0
39.1,85,195,39,115,4,0,2,2
39.1,40,17,62,41,6,3,0,2
41.9,43,200,28,87,10,0,0,2
30.6,90,171,80,68,8,0,2,1
24.8,46,6,46,86,11,1,0,0
41.2,50,147,66,50,1,0,0,2
26.3,89,63,30,90,10,0,2,0
31.4,54,49,29,75,7,0,0,1
33.5,81,173,62,77,9,0,2,1
19.1,77,106,41,118,11,0,1,0
25.6,88,49,74,46,5,0,1,0
41.2,44,9,74,79,3,3,0,2
23.6,44,81,61,103,2,0,0,0
22.0,51,68,64,42,6,0,0,0
18.7,67,145,31,97,11,0,1,0
24.4,56,43,28,70,5,0,0,0
23.3,73,165,49,78,2,0,1,0
18.6,52,41,41,63,6,0,0,0
19.1,58,120,33,117,4,0,0,0
24.3,56,170,21,80,6,0,0,0
18.2,69,173,55,60,4,0,1,0
41.6,60,148,54,58,4,0,0,2
37.4,67,153,51,85,11,0,1,2
23.5,66,187,44,53,5,0,1,0
26.5,53,36,55,51,6,1,0,0
41.8,56,27,34,105,3,3,0,2
27.3,49,182,60,106,1,0,0,0
24.9,79,74,79,92,8,0,1,0
22.0,76,118,34,62,3,0,1,0
20.3,43,196,27,99,9,0,0,0
36.1,40,188,52,111,4,0,0,2
29.5,84,18,64,40,2,1,1,0
36.8,69,44,74,49,4,0,1,2
26.5,49,162,41,64,10,0,0,0
25.4,76,63,52,75,12,0,1,0
25.7,77,36,77,120,11,1,1,0
30.7,54,64,38,91,4,0,0,1
40.9,80,37,34,76,12,3,1,2
23.0,48,190,61,59,2,0,0,0
35.1,92,196,68,64,5,0,2,1
27.5,91,62,49,59,5,0,2,0
34.1,53,5,66,90,1,1,0,1
36.0,76,161,38,67,7,0,1,1
26.0,82,160,41,51,10,0,2,0
20.5,62,135,52,49,11,0,0,0
37.8,68,132,71,52,7,0,1,2
38.2,41,185,67,78,7,0,0,2
21.2,87,134,51,68,11,0,2,0
24.8,43,112,73,78,6,0,0,0
35.8,44,125,73,112,3,0,0,1
39.9,79,79,56,100,4,0,1,2
22.4,68,186,55,45,2,0,1,0
38.8,91,188,70,61,6,0,2,2
41.6,75,72,34,110,9,0,1,2
24.8,40,29,26,83,4,2,0,0
28.7,40,191,33,40,10,0,0,0
37.0,92,88,62,101,7,0,2,2
29.5,75,146,62,89,12,0,1,0
21.1,48,188,49,87,8,0,0,0
29.4,58,40,67,112,6,1,0,0
29.4,93,48,52,94,3,0,1,0
37.1,75,156,25,49,8,0,1,2
25.0,83,81,75,88,5,0,2,0
21.7,46,34,29,89,6,2,0,0
33.8,48,18,72,112,6,1,0,1
19.6,88,53,51,52,5,0,2,0
20.7,74,123,60,108,10,0,1,0
25.1,53,110,24,101,9,0,0,0
31.5,95,175,23,119,8,0,2,1
40.1,80,107,55,120,3,0,1,2
18.2,58,185,66,67,9,0,0,0
41.1,45,58,30,45,5,0,0,2
40.1,90,29,71,45,7,3,1,2
38.0,49,30,54,99,8,3,0,2
26.1,46,34,32,65,5,1,0,0
30.9,91,128,55,60,12,0,2,1
41.1,94,110,79,74,12,0,2,2
40.4,47,191,37,82,5,0,0,2
41.1,67,37,58,52,9,3,1,2
19.6,81,130,66,100,8,0,2,0
26.8,45,159,72,52,11,0,0,0
34.4,62,76,20,78,6,0,0,1
22.7,77,171,62,96,9,0,1,0
27.6,54,82,44,66,6,0,0,0
22.8,63,160,57,107,7,0,0,0
30.6,90,7,61,116,1,1,1,1
24.5,61,48,47,56,8,0,0,0
35.2,61,121,48,119,6,0,0,1
30.3,94,190,45,119,11,0,2,1
22.6,88,128,79,45,9,0,2,0
20.8,45,162,75,94,5,0,0,0
22.1,65,7,22,55,7,2,0,0
27.8,55,170,76,53,4,0,0,0
36.7,89,55,74,78,8,0,2,2
29.6,57,138,59,46,12,0,0,0
31.1,89,94,47,112,3,0,2,1
37.1,64,84,66,64,8,0,0,2
41.3,63,86,38,78,6,0,0,2
29.6,85,127,34,89,5,0,2,0
28.8,68,85,20,40,1,0,1,0
19.9,88,196,57,93,6,0,2,0
36.1,68,9,79,100,12,3,1,2
28.6,91,124,76,108,7,0,2,0
38.3,41,2,46,60,6,3,0,2
20.6,76,140,73,56,12,0,1,0
33.3,73,105,41,83,12,0,1,1
29.3,71,31,60,92,4,1,1,0
38.1,84,87,58,107,7,0,2,2
24.4,45,54,61,118,8,0,0,0
20.0,54,140,22,65,11,0,0,0
40.1,48,145,76,45,9,0,0,2
21.5,89,57,35,105,5,0,2,0
30.7,56,176,31,91,9,0,0,1
23.3,65,32,32,70,4,1,0,0
37.7,71,142,75,64,5,0,1,2
30.3,87,95,30,48,6,0,2,1
30.7,89,144,49,56,4,0,2,1
39.8,72,98,31,97,11,0,1,2
23.8,89,113,52,49,10,0,2,0
41.3,93,110,20,104,9,0,2,2
27.6,66,52,31,67,10,0,1,0
22.1,69,54,59,110,2,0,1,0
29.6,54,58,29,93,1,0,0,0
28.7,57,109,34,97,2,0,0,0
40.4,68,15,63,90,11,3,1,2
28.2,86,143,22,71,2,0,2,0
33.4,84,92,44,73,7,0,2,1
39.4,66,34,37,95,7,3,1,2
20.7,76,85,41,78,12,0,1,0
38.0,64,11,40,62,5,3,0,2
23.9,49,191,20,64,10,0,0,0
33.8,93,160,45,108,11,0,2,1
41.9,43,25,30,66,1,3,0,2
32.8,71,195,31,87,2,0,1,1
20.4,80,65,59,41,3,0,1,0
38.9,68,10,59,96,2,3,1,2
18.0,45,81,69,103,9,0,0,0
40.7,83,0,69,74,7,3,1,2
32.7,61,152,70,85,9,0,0,1
26.2,59,174,35,87,12,0,0,0
41.7,43,60,77,70,2,0,0,2
21.4,76,79,77,97,8,0,1,0
21.9,84,125,74,57,12,0,2,0
39.2,84,162,57,80,2,0,2,2
29.3,91,127,27,75,3,0,2,0
36.4,66,114,73,110,12,0,1,2
39.1,52,23,23,108,12,3,0,2
41.5,87,143,30,56,3,0,2,2
32.0,91,26,76,116,8,1,1,1
37.7,49,45,57,42,2,0,0,2
22.4,95,32,44,71,6,1,1,0
37.8,76,160,53,71,11,0,1,2
30.4,53,26,72,70,3,1,0,1
35.9,59,54,68,69,6,0,0,1
18.5,51,54,45,106,12,0,0,0
40.4,83,193,78,119,2,0,2,2
27.9,86,52,40,115,10,0,2,0
18.5,44,23,76,86,3,1,0,0
35.7,81,114,50,66,9,0,2,1
35.3,82,132,25,87,8,0,2,1
31.4,41,64,41,85,12,0,0,1
37.2,42,177,69,77,3,0,0,2
37.6,53,152,70,72,1,0,0,2
21.9,89,143,73,101,5,0,2,0
25.3,65,196,56,84,4,0,0,0
32.3,76,70,29,94,7,0,1,1
18.3,76,33,63,109,11,1,1,0
21.3,61,53,62,86,10,0,0,0
34.3,42,162,25,109,9,0,0,1
30.8,58,181,44,71,11,0,0,1
20.9,86,90,24,67,3,0,2,0
27.6,59,139,55,67,2,0,0,0
36.6,49,44,22,86,9,0,0,2
24.3,50,185,32,43,9,0,0,0
33.6,90,48,62,53,7,0,1,1
38.7,60,91,38,112,11,0,0,2
21.2,71,103,80,96,8,0,1,0
29.4,90,160,42,71,12,0,2,0
33.5,44,42,69,100,2,0,0,1
27.7,62,1,59,41,7,1,0,0
18.3,72,73,54,50,7,0,1,0
24.2,85,187,45,55,11,0,2,0
34.6,41,117,79,119,6,0,0,1
38.5,60,33,40,88,11,3,0,2
41.7,86,73,55,45,6,0,2,2
21.7,72,20,67,55,7,1,1,0
27.5,48,123,47,115,7,0,0,0
26.9,71,0,29,42,4,2,1,0
39.0,49,160,80,93,8,0,0,2
41.3,69,166,58,46,7,0,1,2
39.5,68,158,29,97,11,0,1,2
29.1,66,112,29,113,9,0,1,0
25.1,89,146,24,97,6,0,2,0
26.0,67,189,57,103,2,0,1,0
25.1,51,67,54,113,1,0,0,0
23.0,92,93,25,104,5,0,2,0
34.7,95,196,37,103,12,0,2,1
23.6,41,38,73,119,6,1,0,0
21.2,65,57,21,73,5,0,0,0
26.3,45,57,36,111,1,0,0,0
40.9,41,176,41,50,4,0,0,2
40.8,60,113,65,102,4,0,0,2
33.6,82,155,52,105,1,0,2,1
30.5,56,94,76,99,11,0,0,1
24.7,56,52,64,79,2,0,0,0
18.1,82,165,28,90,2,0,2,0
25.5,58,96,67,47,12,0,0,0
18.3,53,111,58,46,6,0,0,0
35.1,57,147,45,79,11,0,0,1
25.3,74,197,27,97,9,0,1,0
23.9,68,145,64,52,6,0,1,0
27.0,74,115,41,77,1,0,1,0
31.1,49,164,78,90,6,0,0,1
36.9,50,36,45,42,6,3,0,2
25.5,92,51,79,85,2,0,2,0
33.5,49,74,40,75,2,0,0,1
40.8,94,127,57,51,1,0,2,2
20.0,70,60,24,66,12,0,1,0
23.5,41,60,31,102,1,0,0,0
35.1,82,143,74,97,4,0,2,1
22.0,92,33,68,111,1,1,1,0
41.8,77,106,65,46,8,0,1,2
40.6,84,145,61,102,11,0,2,2
20.5,42,195,27,43,10,0,0,0
29.3,50,156,73,101,4,0,0,0
30.0,59,105,58,74,1,0,0,0
24.4,47,123,61,92,12,0,0,0
34.5,51,151,23,74,5,0,0,1
33.2,70,119,72,87,12,0,1,1
37.7,72,170,40,69,8,0,1,2
39.5,67,197,37,50,12,0,1,2
33.0,79,176,47,48,9,0,1,1
38.0,42,195,44,106,12,0,0,2
26.2,71,4,36,83,9,1,1,0
29.4,82,30,49,86,12,1,1,0
25.7,89,148,70,45,12,0,2,0
30.5,53,50,38,72,12,0,0,1
22.5,85,120,39,78,5,0,2,0
24.1,73,75,23,72,1,0,1,0
36.3,40,25,22,101,12,3,0,2
35.0,71,177,64,47,7,0,1,1
19.8,78,132,60,83,12,0,1,0
20.8,94,18,27,115,12,2,1,0
23.5,61,48,69,67,6,0,0,0
32.5,59,142,48,64,12,0,0,1
41.3,47,5,48,109,6,3,0,2
39.2,61,112,66,99,2,0,0,2
25.8,49,18,50,62,11,1,0,0
41.1,81,39,64,113,10,3,1,2
39.2,59,105,48,58,4,0,0,2
24.0,73,20,22,66,6,2,1,0
38.4,85,61,33,71,8,0,2,2
